bike_age,kms_clipped,power_bhp_clipped,mileage_kmpl_clipped,cc,owner_first,owner_fourth_or_more,owner_second,owner_third,brand_Bajaj,brand_Benelli,brand_Harley-Davidson,brand_Hero,brand_Honda,brand_Hyosung,brand_Jawa,brand_Kawasaki,brand_Ktm,brand_Other,brand_Royal,brand_Suzuki,brand_Triumph,brand_Tvs,brand_Um,brand_Yamaha,price
6,71000.0,17.0,65.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60800
11,80.0,7.7,80.0,100.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30000
17,24000.0,19.0,53.0,200.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
13,42.0,23.17,42.0,200.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27000
8,85000.0,21.0,38.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57000
13,25000.0,21.0,38.0,220.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31000
8,42.0,23.2,42.0,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56100
4,7500.0,18.23,,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,164000
8,42.0,23.2,42.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72000
14,65.0,14.85,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23600
12,65.0,10.0,65.0,125.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40000
8,18721.0,24.8,35.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,121000
7,12000.0,14.6,40.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60000
7,12282.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,142000
6,8384.0,19.8,25.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,137000
8,11831.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,129000
9,25558.0,26.1,25.0,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,110000
9,58.0,13.0,58.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60000
10,78000.0,24.2,40.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59600
10,30000.0,19.8,40.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,100000
5,59000.0,17.0,65.0,180.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55000
6,11233.0,12.9,52.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70000
6,77000.0,15.345,,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55900
6,89000.0,17.0,65.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61000
13,4000.0,12.375,65.0,125.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19900
10,46453.0,8.2,55.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32100
5,65.0,13.8,65.0,150.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41200
8,8500.0,25.0,35.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,120000
8,40.0,20.7,40.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,56000
9,10000.0,19.8,40.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,90000
10,36000.0,19.8,40.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,88000
6,5000.0,27.2,,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,185000
15,9800.0,15.0,65.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
9,35.0,24.5,35.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
9,13500.0,14.3,50.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45000
13,19000.0,12.375,65.0,125.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19500
4,16785.0,15.6,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,88275
6,26000.0,11.8,57.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47000
6,13000.0,24.6,35.0,200.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,98000
8,28.0,34.5,28.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100000
5,419.0,27.0,,295.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,165000
8,92000.0,21.0,38.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56000
7,17200.0,42.3,26.0,390.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,150000
9,2393.0,27.2,32.0,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,120000
9,35.0,24.5,35.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85000
7,11000.0,9.3,,110.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44500
6,21511.0,13.0,,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70000
6,21000.0,19.0,35.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
6,16900.0,15.345,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83300
8,25000.0,14.3,45.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45000
11,65.0,14.85,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38000
8,35000.0,11.8,57.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28000
9,39000.0,19.0,53.0,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46000
7,6200.0,15.3,45.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68500
10,46000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,110000
7,2438.0,42.3,26.0,390.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,200000
9,65.0,10.0,65.0,125.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,32250
12,38121.0,19.8,40.0,350.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,85000
5,8000.0,18.3,40.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,160000
6,40.0,20.7,40.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,78000
13,65.0,14.85,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27500
8,15200.0,11.8,57.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32000
6,11200.0,33.0,22.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,190000
11,65.0,10.0,65.0,125.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,49000
10,58.0,13.0,58.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48000
7,18500.0,42.3,26.0,390.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,175000
12,13800.0,19.0,40.0,220.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45000
6,14000.0,8.24715,55.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,48500
7,13000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,130000
11,12000.0,24.2,40.0,200.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44200
10,42.0,23.2,42.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51000
9,15000.0,8.2,5.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30000
27,30.0,18.0,30.0,350.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,62000
6,25250.0,16.1,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,90100
18,81455.0,8.2,5.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20000
7,61000.0,21.0,38.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
6,84.0,8.25,84.0,110.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,67000
10,42344.0,8.2,84.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32200
6,15537.0,16.1,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,78000
15,65.0,14.85,65.0,150.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
5,65.0,13.8,65.0,150.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49000
24,30110.0,7.44,45.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25000
14,65.0,14.85,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22800
9,25700.0,16.7,42.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,65000
12,25000.0,16.7,42.0,150.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,59520
12,12070.0,16.0,42.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60000
6,3595.0,25.1,35.0,200.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,185000
7,8500.0,19.8,40.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,140800
14,40000.0,17.0,40.0,223.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35000
9,38.0,18.28,38.0,150.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,80000
6,8748.0,19.8,,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,167700
12,38.0,26.15,38.0,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,79000
10,38000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,120000
8,18000.0,21.0,38.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69569
10,68000.0,21.0,38.0,220.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,53100
8,42.0,23.2,42.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60300
5,5000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,200000
5,7103.0,18.7,,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,143000
6,10000.0,14.3,45.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
9,75000.0,19.0,35.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58000
17,16000.0,17.0,45.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9150
11,26000.0,12.375,65.0,125.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22500
7,84.0,8.25,84.0,110.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,43000
10,14321.0,27.2,32.0,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,110000
9,16950.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,125000
4,600.0,14.6,40.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,140000
13,29000.0,14.0,55.0,150.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30000
9,18302.0,27.2,32.0,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,115000
15,65.0,11.0,65.0,125.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,20000
12,65.0,14.85,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31000
8,37000.0,24.5,32.0,410.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,170000
11,17000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,107500
9,38150.0,17.0,65.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45000
5,2000.0,30.0,,330.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,180000
10,60000.0,14.0,63.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45000
10,18000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,85000
7,28331.0,19.0,40.0,220.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
14,18895.0,8.24715,45.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20000
12,28000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,104600
9,25678.0,8.2,5.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35400
5,96.9,7.79,95.0,100.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58000
7,16000.0,18.7,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,110200
9,49111.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,120500
8,5947.0,19.0,53.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
6,40.0,20.7,40.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,62000
9,65.0,10.0,65.0,125.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,39797
7,37.0,19.8,37.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,120000
6,24000.0,15.345,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78000
5,3300.0,33.0,22.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,260000
5,3000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,205000
7,19000.0,24.6,35.0,200.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,139600
11,48000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,115000
11,8000.0,29.1,26.0,535.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,110000
4,28.0,39.42,28.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,233437
6,12500.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60000
9,21500.0,27.2,32.0,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60000
7,28000.0,25.1,35.0,200.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,145000
8,60.0,15.2,60.0,160.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,55000
35,32000.0,11.0,40.0,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,63750
18,89000.0,12.927240000000001,65.0,135.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11250
11,41000.0,20.0,48.0,223.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,38000
9,15200.0,14.0,63.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,65000
9,40.0,20.23,40.0,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,68000
9,60.0,15.2,60.0,160.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,51000
6,57000.0,11.8,,125.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52300
11,22000.0,19.0,40.0,220.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36814
8,71000.0,21.0,38.0,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62000
6,1800.0,27.0,,295.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,142000
6,7500.0,29.6,,250.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,195000
9,27500.0,19.8,25.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,98000
7,3900.0,33.0,22.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,200000
7,37000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,150000
7,95000.0,16.1,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,59000
6,86000.0,16.1,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,65000
6,35.0,24.5,35.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
7,16000.0,10.9,65.0,125.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55000
10,60.0,15.2,60.0,160.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,51000
5,3700.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,200000
7,37.0,19.8,37.0,350.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,142500
5,3000.0,27.0,,295.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,167000
15,70.0,12.87,70.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16500
9,52.0,15.44,52.0,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,51480
6,3200.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,163680
12,65.0,14.85,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32000
8,46650.0,25.1,35.0,200.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,140000
11,14000.0,19.0,40.0,220.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35000
7,20000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,125000
7,6750.0,8.24715,55.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23500
8,28.0,34.5,28.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118000
6,8000.0,24.5,32.0,410.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,180000
7,20000.0,19.8,40.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,140000
6,7000.0,14.3,,125.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,130000
8,28.0,34.5,28.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
11,40.0,19.8,40.0,350.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,100000
7,2000.0,29.1,26.0,535.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,275000
5,5000.0,11.64,62.0,125.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
11,16000.0,19.8,40.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,80000
5,10000.0,20.78,45.8,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,191958
9,27000.0,11.8,57.0,150.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45000
13,29.0,26.15,29.0,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,60000
6,14400.0,42.9,25.0,390.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,210000
10,20000.0,19.0,40.0,220.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42000
6,15000.0,9.0,75.0,125.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,54000
8,28.0,34.5,28.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107900
9,22459.0,14.3,50.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48000
4,3500.0,18.23,,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,170000
17,24000.0,17.0,45.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14000
8,15000.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,118000
10,25200.0,14.0,63.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,52000
9,52.0,15.44,52.0,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,63592
5,2700.0,27.0,,295.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,160000
9,65.0,15.0,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52700
9,65.0,15.0,65.0,150.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
6,29000.0,8.9,55.0,125.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,65000
15,58000.0,13.0,45.0,150.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35000
10,20000.0,25.0,35.0,200.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,95000
6,6750.0,13.0,45.0,150.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23500
7,7200.0,8.1,65.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22500
7,6750.0,8.1,65.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23500
7,6750.0,8.1,65.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22500
4,2002.0,19.1,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,220000
4,628.0,17.8,46.4,200.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,110000
13,34000.0,12.0,,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24000
9,78000.0,17.0,65.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51000
4,95000.0,15.6,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,55000
6,95000.0,16.1,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,53000
9,10000.0,42.3,26.0,390.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,140000
11,25100.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,98000
10,70.0,12.87,70.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30000
8,17000.0,14.6,40.0,150.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60000
13,55000.0,17.0,45.0,180.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26000
6,4902.0,8.6,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44550
6,8941.0,14.6,,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,82000
8,38.0,26.15,38.0,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,89500
7,50000.0,9.011519999999999,45.0,125.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,48000
13,35.0,23.19,35.0,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45000
7,25272.0,20.3,43.0,250.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,91000
8,28.0,34.5,28.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
11,43000.0,13.0,45.0,150.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,61000
10,46000.0,8.9,55.0,125.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,42000
11,77.0,10.9,77.0,125.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27000
6,65.0,10.0,65.0,125.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,63000
8,15000.0,19.8,40.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,102000
10,65.0,10.0,65.0,125.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,28600
9,12500.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,41250
6,15500.0,19.8,35.0,350.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60000
7,14322.0,8.24715,55.0,100.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32000
